seed,generic,current_task,oracle_source,oracle_direct
77000149,114.41666666666667,113.91666666666667,11.5,11.5
77000150,14.416666666666666,14.416666666666666,14.416666666666666,14.416666666666666
77000151,12.833333333333334,12.833333333333334,12.833333333333334,12.833333333333334
77000152,122.5,121.91666666666667,44.5,12.833333333333334
77000153,229.66666666666666,235.5,13.0,8.666666666666666
77000154,10.75,10.75,10.75,10.75
77000155,9.916666666666666,9.916666666666666,9.916666666666666,9.916666666666666
77000156,70.83333333333333,73.66666666666667,14.833333333333334,11.333333333333334
77000157,31.0,32.75,41.0,16.416666666666668
77000158,689.25,672.6666666666666,35.75,11.666666666666666
77000159,72.16666666666667,72.16666666666667,20.75,14.416666666666666
77000160,225.75,224.33333333333334,20.916666666666668,13.333333333333334
77000161,55.833333333333336,55.833333333333336,34.25,13.916666666666666
77000162,10.666666666666666,10.666666666666666,10.666666666666666,10.666666666666666
77000163,13.833333333333334,13.833333333333334,13.833333333333334,13.833333333333334
77000164,8.666666666666666,8.666666666666666,8.666666666666666,8.666666666666666
77000165,45.75,48.333333333333336,23.666666666666668,14.75
77000166,13.416666666666666,13.416666666666666,13.416666666666666,13.416666666666666
77000167,10.083333333333334,10.083333333333334,10.083333333333334,10.083333333333334
77000168,83.83333333333333,83.83333333333333,23.583333333333332,15.083333333333334
77000169,98.83333333333333,98.83333333333333,51.916666666666664,14.083333333333334
77000170,19.0,16.666666666666668,13.583333333333334,12.333333333333334
77000171,240.25,239.91666666666666,17.25,13.416666666666666
77000172,35.25,35.25,21.833333333333332,15.75
77000173,14.083333333333334,14.083333333333334,14.083333333333334,14.083333333333334
77000175,118.33333333333333,120.25,24.416666666666668,12.0
77000176,10.666666666666666,10.666666666666666,10.666666666666666,10.333333333333334
77000177,413.3333333333333,449.9166666666667,19.5,15.083333333333334
77000179,152.66666666666666,149.08333333333334,14.333333333333334,13.666666666666666
77000180,306.75,305.9166666666667,32.333333333333336,11.666666666666666
77000181,11.25,11.25,11.25,11.25
77000182,127.41666666666667,127.41666666666667,44.25,14.25
77000183,49.916666666666664,49.916666666666664,17.333333333333332,14.166666666666666
77000184,140.0,140.0,14.5,11.416666666666666
77000185,99.5,96.83333333333333,13.416666666666666,11.083333333333334
77000187,12.25,12.25,12.25,12.25
77000188,190.16666666666666,190.16666666666666,29.75,16.083333333333332
77000189,12.833333333333334,12.833333333333334,12.833333333333334,12.833333333333334
77000190,13.666666666666666,13.666666666666666,13.666666666666666,13.666666666666666
77000191,122.16666666666667,120.16666666666667,45.5,15.75
77000192,8.75,8.75,8.75,8.75
77000193,77.33333333333333,77.33333333333333,14.583333333333334,11.5
77000194,17.333333333333332,17.333333333333332,16.666666666666668,14.583333333333334
77000195,11.5,11.5,11.5,11.5
77000196,12.166666666666666,12.166666666666666,12.166666666666666,12.166666666666666
77000197,62.583333333333336,62.583333333333336,13.333333333333334,13.333333333333334
77000198,16.166666666666668,16.166666666666668,16.166666666666668,16.166666666666668
77000199,82.58333333333333,75.33333333333333,19.583333333333332,12.083333333333334
77000200,9.333333333333334,9.333333333333334,9.333333333333334,9.333333333333334
77000201,10.583333333333334,10.583333333333334,10.583333333333334,10.583333333333334
77000202,266.5,266.0833333333333,17.25,15.166666666666666
77000203,303.9166666666667,303.9166666666667,20.0,11.166666666666666
77000205,14.083333333333334,14.083333333333334,14.083333333333334,14.083333333333334
77000206,35.333333333333336,35.916666666666664,17.583333333333332,13.5
77000207,64.33333333333333,54.75,14.0,12.833333333333334
77000208,9.666666666666666,9.666666666666666,9.666666666666666,9.666666666666666
77000209,47.0,47.0,34.0,13.0
77000210,13.416666666666666,13.416666666666666,13.416666666666666,13.416666666666666
77000212,27.583333333333332,29.5,16.666666666666668,14.75
77000213,101.08333333333333,101.08333333333333,20.083333333333332,11.75
77000214,130.75,130.75,24.916666666666668,15.25
77000215,12.583333333333334,12.583333333333334,12.583333333333334,12.583333333333334
77000216,51.5,51.5,15.833333333333334,12.5
77000217,23.416666666666668,22.75,16.916666666666668,13.833333333333334
77000218,10.333333333333334,10.333333333333334,10.333333333333334,10.333333333333334
77000220,27.5,27.5,21.75,14.083333333333334
77000221,37.333333333333336,37.333333333333336,20.333333333333332,15.5
77000223,343.3333333333333,335.3333333333333,57.25,19.166666666666668
77000224,206.91666666666666,206.91666666666666,33.833333333333336,15.333333333333334
77000225,80.83333333333333,74.5,67.58333333333333,15.166666666666666
77000227,173.33333333333334,173.33333333333334,15.25,15.166666666666666
77000229,14.0,14.0,14.0,14.0
77000230,535.4166666666666,567.1666666666666,15.583333333333334,12.666666666666666
77000231,197.41666666666666,197.41666666666666,13.083333333333334,12.166666666666666
77000232,139.16666666666666,139.16666666666666,15.333333333333334,14.0
77000233,125.91666666666667,123.0,15.0,14.75
77000234,14.083333333333334,14.083333333333334,14.083333333333334,14.083333333333334
77000235,54.333333333333336,56.25,34.916666666666664,18.833333333333332
77000236,10.083333333333334,10.083333333333334,10.083333333333334,10.083333333333334
77000237,123.33333333333333,124.08333333333333,29.833333333333332,10.666666666666666
77000238,11.833333333333334,11.833333333333334,11.833333333333334,11.833333333333334
77000239,119.33333333333333,127.91666666666667,18.083333333333332,13.166666666666666
77000240,12.75,12.75,12.75,12.75
77000241,84.75,84.75,57.0,14.416666666666666
77000242,12.833333333333334,12.833333333333334,12.833333333333334,12.833333333333334
77000243,16.833333333333332,16.833333333333332,15.0,13.5
77000244,12.0,12.0,12.0,12.0
77000245,297.8333333333333,297.8333333333333,17.5,16.166666666666668
77000246,18.583333333333332,18.583333333333332,17.083333333333332,16.916666666666668
77000247,159.66666666666666,160.58333333333334,18.333333333333332,16.083333333333332
77000248,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334
77000250,71.75,71.75,42.25,13.25
77000251,14.25,14.25,14.25,14.25
77000252,12.25,12.25,12.25,12.25
77000253,39.916666666666664,38.083333333333336,27.083333333333332,12.583333333333334
77000254,421.75,409.0,13.333333333333334,11.0
77000255,39.916666666666664,47.416666666666664,16.0,13.333333333333334
77000257,512.75,512.75,12.416666666666666,11.083333333333334
77000259,11.0,11.0,11.0,11.0
77000260,108.91666666666667,108.91666666666667,21.75,13.916666666666666
77000261,12.583333333333334,12.583333333333334,12.583333333333334,12.583333333333334
77000262,11.583333333333334,11.583333333333334,11.583333333333334,11.583333333333334
77000263,11.25,11.25,11.25,11.25
77000264,12.833333333333334,12.833333333333334,12.833333333333334,12.833333333333334
77000265,260.5833333333333,265.0,35.833333333333336,12.333333333333334
77000266,9.833333333333334,9.833333333333334,9.833333333333334,9.833333333333334
77000267,48.083333333333336,46.75,36.0,17.583333333333332
77000268,82.0,77.66666666666667,20.916666666666668,12.916666666666666
77000269,330.5833333333333,329.25,119.33333333333333,10.75
77000270,9.0,9.0,9.0,9.0
77000271,131.08333333333334,130.58333333333334,32.333333333333336,11.0
77000272,55.833333333333336,56.083333333333336,15.666666666666666,13.416666666666666
77000273,8.583333333333334,8.583333333333334,8.583333333333334,8.583333333333334
77000274,55.25,54.083333333333336,30.333333333333332,22.416666666666668
77000275,62.0,62.0,15.25,11.083333333333334
77000276,13.5,13.5,13.5,13.5
77000277,373.1666666666667,368.0,17.083333333333332,13.916666666666666
77000278,9.25,9.25,9.25,9.25
